Case Status,Legislation,ICOCaseRef,Received Datetime,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Completed Financial Week,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-367347-L0F8,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Secondary care,Hampshire and Isle of Wight NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367172-R6J0,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Secondary care,Hampshire Hospitals NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-362288-R1C7,08/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,General Practitioner,King's Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366815-J2K6,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,Lester Aldridge LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366862-F7Q9,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Online Technology and Telecoms,Social media,MTCH Technology Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367262-F7P4,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Representative and arm's length bodies,NHS Resolution,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366831-G8P9,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Retail and manufacture,Manufacturing,Oil Technics Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-367466-Y1L3,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Opticians,Outside Clinic Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367487-C6P9,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Social care,Domiciliary care,QCM Healthcare Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366996-Z5P7,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Land or property services,Estate agency / letting agency,RBGF Sales & Lettings Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367002-W1L0,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Charitable and voluntary,National charities,Royal National Lifeboat Institution,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-366819-R6H7,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,Roythornes Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365016-C0W2,18/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Local government,"Parish, community and town councils",Rugeley Town Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-362927-T9F8,11/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Utilities,Utility companies,Severn Trent Water Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367431-X0M4,02/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of services,SLS 360 Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-366432-R0L5,26/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Retail and manufacture,Manufacturing,SMC Corporation (U.K.) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-367059-W5D6,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Education and childcare,Maintained schools,St Cuthbert Mayne School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,DPA 98,IC-339020-B0F5,17/10/2024,2024,2024/25,Q3,07-Oct,2025,2024/25,Q4,12-Mar,Local government,County Council,Staffordshire County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367361-G1H9,01/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Payment services,Stripe Payments UK Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367177-D4X3,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of services,Target Windows,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,Hybrid,IC-363861-L6D1,14/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Religious,Religious organisations,The Archbishops' Council of the Church of England,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366522-V4G9,26/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Education and childcare,Academy and Free Schools,The Blessed Christopher Wharton Catholic Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367488-T8Q7,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Maintained schools,The Federation of Trosnant Schools,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366884-L9F2,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Unassigned,Walls & Ceilings International Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-367247-C0P3,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Education and childcare,Private schools,Westminster School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367200-N6W1,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Online Technology and Telecoms,Unassigned,Zilch Technology Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,No,,
Case Officer Review Completed,GDPR,IC-294750-F9X9,14/03/2024,2024,2023/24,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Commissioner for the Metropolis (Metropolitan Police Service),No Further Action,Not PDB,Unassigned,No,,
Completed,GDPR,IC-367675-F9G5,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Membership association,Employment and Trade Unions,ABMEC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365444-V8L7,21/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Commissioning,Angus Integration Joint Board,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-364658-C2P1,17/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Land or property services,Building and property construction,Barratt Developments PLC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365023-W5J2,19/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Pharmacist,Boots UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-340336-R0G5,23/10/2024,2024,2024/25,Q3,07-Oct,2025,2024/25,Q4,12-Mar,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Buckinghamshire Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366686-J0J6,25/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Regulators,Regulatory Body,Care Quality Commission,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-363231-Q1L7,12/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Financial services and advice,Central Liverpool Credit Union Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365835-P8W6,21/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Devon & Cornwall Constabulary,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366803-W4D0,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Hampshire Constabulary,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-356454-Z3J3,17/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Merseyside Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366704-B6L5,25/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Staffordshire Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367803-Z5K4,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Land or property services,Estate agency / letting agency,CLEVER STUDENT LETS LIMITED,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367546-T6B8,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Lenders,Close Brothers Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,Hybrid,IC-364220-R3H6,14/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Education and childcare,Further education,DN Colleges Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367690-Y8D1,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,General Practitioner,Dounby Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367790-T3J1,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,General Practitioner,Downlands Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367211-B6J3,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Secondary care,East Lancashire Hospitals NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367688-Z0R7,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,General business,Unassigned,Entikera Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367003-G0L8,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Unassigned,FCMS (NW) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-354565-Y3W4,09/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Health,Secondary care,Greater Manchester Mental Health NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366806-D9Y0,26/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Healthcare and pharmaceuticals,Invitro Genetics Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365173-D5X7,20/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Healthcare and pharmaceuticals,J & M Care Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367403-B1S3,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,Kilpatrick & Walker,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-367685-Z6V0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Political,Political Party,Labour Housing Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367385-R7H9,01/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Transport and leisure,Haulage,Metro Supply Chain (Uk) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-367748-F3G1,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Transport and leisure,Holiday providers and services,MSC Cruises Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-334039-G7T9,25/09/2024,2024,2024/25,Q2,06-Sep,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,National Legal Service Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367670-P0T3,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Academy and Free Schools,Raynes park high school,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367880-C4S2,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Land or property services,Property management,Regency Living,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-359186-G8T3,27/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,RWK Goodman LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367736-V1K8,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Training Company,Scholastic UK Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365872-C3M8,22/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Insurance,Sirius International Insurance Corporation,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367747-Y8N7,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Social care,Domiciliary care,Smithfield Health & Social Care Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367650-Q2S2,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Charitable and voluntary,National charities,SOUTH EAST STAFFORDSHIRE CITIZENS ADVICE BUREAU,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365691-Z1G5,21/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Central Government,Ombudsman,The Health and Care Professions Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-355622-M9F4,15/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Land or property services,Property management,The Leaders Romans Group Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367566-G3L0,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,General Practitioner,The Morris House Group Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367700-N2G3,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Maintained schools,The Olympus Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367662-N9N5,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Academy and Free Schools,The Stour Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367061-M5Y9,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Charitable and voluntary,Local charities,The Zoological Society London,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367773-P8P0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,Tyndallwoods Solicitors Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367206-G3N8,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Education and childcare,Higher education,University of Edinburgh,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-357274-P2B1,18/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,General business,Supplier of services,Urban Heard CIC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367659-H1R5,03/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Payment services,Wise Payments Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-364121-C1Y7,17/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Legal,Chambers,12 Old square Chambers,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-367416-K7H8,02/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Online Technology and Telecoms,Software developers,Accelya Global Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Unassigned,Yes,,
Completed,GDPR,IC-365064-X8L4,19/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Healthcare and pharmaceuticals,Agar Mahomed Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368005-S6Y3,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Financial services and advice,Alexander Hall Associates Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367976-T2P1,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of goods,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-367359-W6T8,28/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Online Technology and Telecoms,Infrastructure and hardware providers,Apple Distribution International Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367997-P1L8,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Private Healthcare providers,AT Rehab Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-297501-Q8H8,28/03/2024,2024,2023/24,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Financial services and advice,Avellemy Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367984-N8T0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Secondary care,Belfast Health & Social Care Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367897-Q3H4,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)","Bournemouth, Christchurch and Poole Council (BCP)",Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368150-D3N1,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Legal,Legal professionals,Buckles Solicitors LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366853-B8S8,27/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,Secondary care,Central London Community Healthcare NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368047-R6P9,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,General Practitioner,Channel View Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368009-X7M2,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable North Wales Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-366695-H4Q2,25/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Justice,Police Forces,Chief Constable Staffordshire Police,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368136-Y6F9,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Cornwall Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367958-Y6Z3,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Dentists,Dental Excellence Pembroke Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367998-N8S0,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Land or property services,Housing association,District Homes C.I.C,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368078-W0H5,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,District Council,Dorset Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-355773-P3K8,15/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of goods,Eastern Holdings Limited,Informal action taken,Unassigned,Unassigned,Don't know,,
Completed,GDPR,IC-367970-P1S7,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Accountancy and Payroll,Fosters Accountants Limited ,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-354712-W9P6,09/01/2025,2025,2024/25,Q4,10-Jan,2025,2024/25,Q4,12-Mar,Education and childcare,Maintained schools,Futura Learning Partnership,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-297702-V5S4,29/03/2024,2024,2023/24,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Financial services and advice,Global Prime Partners Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368011-X1N0,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Secondary care,Humber Teaching NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368015-V2Q8,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Knowsley Metropolitan Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-352107-Y7L1,18/12/2024,2024,2024/25,Q3,09-Dec,2025,2024/25,Q4,12-Mar,Religious,Religious organisations,London City Mission,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368087-V0Y8,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Maintained schools,Loxford School Trust Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367900-W6W0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Charitable and voluntary,Local charities,Manchester Care & Repair Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-365091-P7Y1,19/02/2025,2025,2024/25,Q4,11-Feb,2025,2024/25,Q4,12-Mar,Health,General Practitioner,Mayfield Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367777-Z6T0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Transport and leisure,Holiday providers and services,MSC Cruises Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367962-R7X5,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,Secondary care,Northumbria Healthcare NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368101-B1L9,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,City Council,Nottingham City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368034-K4X7,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of services,Orion Electrotech Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-368204-R4M3,06/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Charitable and voluntary,Local charities,Pandora Project,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-368102-G0C5,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,"Parish, community and town councils",Pickmere Parish Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367983-M0Y6,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Reading Borough Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-367980-V3Z5,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,"Finance, insurance and credit",Financial services and advice,S M Q Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes,,
Completed,GDPR,IC-368216-C9D5,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Retail and manufacture,Supplier of goods,schuh Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368001-X7D0,04/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Health,General Practitioner,Sobell Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
Completed,GDPR,IC-368117-Z4H8,05/03/2025,2025,2024/25,Q4,12-Mar,2025,2024/25,Q4,12-Mar,Education and childcare,Academy and Free Schools,St John the Baptist Catholic Multi Academy Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No,,
