Case Status,Legislation,ICOCaseRef,Received Datetime,Received Year,Received FY,Received Qtr,Received FY Month,Completed Date,Completed Year,Completed FY,Completed Qtr,FY Completed Month,Completed Financial Week,Sector,SubSector,Submitted About Account,Decision,DecisionDetail1,DecisionDetail2,ISCyberIncident
Completed,GDPR,IC-275868-M8K9,07/12/2023,2023,2023/24,Q3,09-Dec,30/08/2024,2024,2024/25,Q2,05-Aug,22,Legal,Legal professionals,Connect2law Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Case Officer Review Completed,GDPR,IC-322602-B0L8,27/07/2024,2024,2024/25,Q2,04-Jul,30/08/2024,2024,2024/25,Q2,05-Aug,22,Social care,Domiciliary care,CRC Care Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328894-V0R0,29/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Unassigned,Creative Computing Solutions Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-323663-F8V5,04/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Health,Pharmacist,D & M Gompels Limited,No Further Action,Breach recorded - regulatory action criteria not met,Remedial measures already taken,Yes
Completed,GDPR,IC-327704-G3D1,23/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Local government,County Council,Devon County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-325595-V2K3,14/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Local government,County Council,Devon County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328958-P1H3,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Legal,Legal professionals,Elliot Mather LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-326821-B3F2,19/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Banks and Building Societies,HSBC Life (UK) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328926-K6S4,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Education and childcare,Maintained schools,Humphry Davy School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328997-J1N0,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Financial services and advice,InvestEngine (UK) Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-328921-G6Q8,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Accountancy and Payroll,Langricks (Holmfirth) Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-263850-H9W0,10/10/2023,2023,2023/24,Q3,07-Oct,30/08/2024,2024,2024/25,Q2,05-Aug,22,Local government,City Council,Leeds City Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Not Provided
Completed,GDPR,IC-328917-B8V3,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Retail and manufacture,Supplier of goods,M.K.M. Building Supplies (Hull) Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329050-J2X4,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Education and childcare,Maintained schools,Maidstone Grammar School for Girls,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-323524-Q2M3,02/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Financial services and advice,Millbrook Business Finance Ltd,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-328996-F7T6,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Membership association,Industry associations,National Pharmacy Association,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-328135-Q4K4,27/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Health,Secondary care,Northern Lincolnshire and Goole NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328903-M5Y9,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Health,Healthcare and pharmaceuticals,People Asset Management Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328895-C2Z5,29/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Social care,Domiciliary care,Prime Way Care Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-323459-V3H0,02/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Online Technology and Telecoms,Service providers,Pro AI Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-328919-L9Y1,29/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Land or property services,Estate agency / letting agency,RSH Properties,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-323086-M5V5,31/07/2024,2024,2024/25,Q2,04-Jul,30/08/2024,2024,2024/25,Q2,05-Aug,22,Charitable and voluntary,National charities,Scottish Episcopal Church,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-327876-J7S5,23/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Education and childcare,Unassigned,South Hampshire College Group,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,DPA 98,IC-278099-H0H2,21/12/2023,2023,2023/24,Q3,09-Dec,30/08/2024,2024,2024/25,Q2,05-Aug,22,Local government,County Council,Suffolk County Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328598-B4V0,28/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,"Finance, insurance and credit",Financial services and advice,Sussex Independent Financial Advisers Limited,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-328925-G0D9,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Retail and manufacture,Supplier of goods,The Scotch Malt Whisky Society Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328021-L4G0,26/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Retail and manufacture,Supplier of services,The Skin Collective,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328974-D8R4,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Torbay Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328932-B3V8,30/08/2024,2024,2024/25,Q2,05-Aug,30/08/2024,2024,2024/25,Q2,05-Aug,22,Education and childcare,Training Company,UK Management College LTD,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-320335-V2F0,15/07/2024,2024,2024/25,Q2,04-Jul,30/08/2024,2024,2024/25,Q2,05-Aug,22,Membership association,Clubs,University of Sussex Students Union Trading Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-316484-Y1L7,28/06/2024,2024,2024/25,Q1,03-Jun,30/08/2024,2024,2024/25,Q2,05-Aug,22,Legal,Legal professionals,Watkins & Gunn Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-327924-B5P3,23/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Social care,Residential care,Active Prospects,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329224-G3G1,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Land or property services,Estate agency / letting agency,Allison Residential Lettings Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-329126-C2F0,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Healthcare and pharmaceuticals,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-319466-G7N1,11/07/2024,2024,2024/25,Q2,04-Jul,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Anon DC,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329118-Y8J2,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Transport and leisure,Unassigned,ASCO UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329166-D8L2,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Higher education,Bangor University,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329169-Q0G0,31/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of goods,Beaverbrooks The Jewellers Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329281-Y9Q1,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of services,Bristol International Balloon Fiesta Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329123-C0K0,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Manufacturing,Brook Crompton UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-329285-W8W1,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,"Finance, insurance and credit",Insurance,Churchill Insurance Company Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-255258-P9K0,01/09/2023,2023,2023/24,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Courtyard Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329113-R1M0,29/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Government Department,Crown Prosecution Service,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329132-N2J8,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Charitable and voluntary,Unassigned,Cure EB,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-328100-T4T8,27/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Dentists,Delph Dental Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-326131-L1S4,15/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Secondary care,East Sussex Healthcare NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329007-V1M6,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Fairweather Law Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-329124-M6K7,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Media,Unassigned,Ffilm Cymru Wale,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328982-Z0K6,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Membership association,Employment and Trade Unions,GMB,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-329152-C2D6,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Healthcare and pharmaceuticals,Health Education and Improvement Wales,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-312665-B9Y3,10/06/2024,2024,2024/25,Q1,03-Jun,02/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Government Department,HM Revenue and Customs (HMRC),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-317325-Y7G4,02/07/2024,2024,2024/25,Q2,04-Jul,02/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Government Department,HM Revenue and Customs (HMRC),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-326406-R7R6,16/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of goods,Iceland Foods Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329175-F3M7,01/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Social care,Domiciliary care,In-Home Carers Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-297103-F7T4,27/03/2024,2024,2023/24,Q4,12-Mar,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Academy and Free Schools,Inicio Educational Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-291695-Y9Z6,01/03/2024,2024,2023/24,Q4,12-Mar,02/09/2024,2024,2024/25,Q2,06-Sep,23,Land or property services,Property management,Kingston Property Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329149-Z7X3,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Latham & Company,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328927-X7C8,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Further education,Loughborough College,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329141-X3F5,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Land or property services,Building and property construction,M Group Services Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-329155-R9N1,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Machins Solicitors LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328762-V6Y5,29/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Mansfield Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329229-W5X8,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Mile Oak Medical Centre,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-298515-R6F8,03/04/2024,2024,2024/25,Q1,01-Apr,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Community School,Moorgate Primary School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328042-K7V0,26/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Nantes Solicitors Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-255212-Q1Z1,01/09/2023,2023,2023/24,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Public health,NHS Fife,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329168-C9X9,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of services,NORTH EAST BUSINESS AND INNOVATION CENTRE LTD,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-327901-W7Y7,23/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Secondary care,Northamptonshire Healthcare NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329225-F7Y5,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Utilities,Utility companies,Octopus Energy Group Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329080-S1L2,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Maintained schools,Our Lady Queen of Peace PS,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329227-D2B9,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Petworth Surgery,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-255341-G9R7,01/09/2023,2023,2023/24,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Portsdown Group Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329000-T5Y2,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Transport and leisure,Haulage,Roberts Tours Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329336-B6B6,01/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Utilities,Utility companies,Smartest Energy Business Limited,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-255185-Q0H7,01/09/2023,2023,2023/24,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of goods,Smiths Group Plc,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329174-Q8M2,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Charitable and voluntary,Local charities,Suffolk Libraries IPS LTD,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329192-B6H9,01/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Private schools,Terra Nova School Trust Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329194-Z7B8,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Non-departmental public body,The Lampard Inquiry,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-325175-Q0F0,12/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Maintained schools,The Lancaster School,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329296-M6N0,02/09/2024,2024,2024/25,Q2,06-Sep,02/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Private Healthcare providers,Trustee(s) of the London Clinic Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329234-C1C5,30/08/2024,2024,2024/25,Q2,05-Aug,02/09/2024,2024,2024/25,Q2,06-Sep,23,"Finance, insurance and credit",Unassigned,U.S. Bank Global Corporate Trust Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,Hybrid,IC-329205-X9C8,01/09/2024,2024,2024/25,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Pharmacist,Adams Pharmacy Ashton,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,Hybrid,IC-303458-K5Q4,26/04/2024,2024,2024/25,Q1,01-Apr,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Pharmacist,Adams Pharmacy Ashton,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,Hybrid,IC-303451-M3K2,26/04/2024,2024,2024/25,Q1,01-Apr,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Pharmacist,Adams Pharmacy Stalybridge,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-325842-F4C6,14/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of services,Anon DC,No Further Action,Not PDB,Unassigned,No
Completed,GDPR,IC-326550-T1S0,17/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,General business,Supplier of services,Avis Budget UK Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-327669-S0S9,22/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Unassigned,Banham Poultry (2018) Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-329154-D5S8,30/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Education and childcare,Further education,Basingstoke College of Technology,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-255743-V2M7,04/09/2023,2023,2023/24,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Secondary care,Bedford Hospital NHS Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329353-Y3C8,02/09/2024,2024,2024/25,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Bespoke Law Services Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329598-J2F2,03/09/2024,2024,2024/25,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of services,Brown & Co-property And Business Consultants LLP,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-326565-D9Z2,18/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Local government,City Council,City of London Corporation,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-294723-G5T4,14/03/2024,2024,2023/24,Q4,12-Mar,03/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Government Department,Department for Work and Pensions (DWP),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-255706-M7M6,01/09/2023,2023,2023/24,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Local government,County Council,Dorset Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328251-B7D7,27/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Duncan Lewis Solicitors Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,Hybrid,IC-327141-W9V1,20/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Ambulance Service,East of England Ambulance Service Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-327637-W1M2,22/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Supplier of goods,Floor Direct Ltd,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-328912-Q1W9,30/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,"Finance, insurance and credit",Banks and Building Societies,Furness Building Society,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328924-M6G8,30/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,Garstang Medical Practice,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-328741-Y7B1,29/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,Secondary care,Greater Manchester Mental Health NHS Foundation Trust,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329075-Q7C6,30/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Health,General Practitioner,GTD Healthcare,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-329334-J3B4,02/09/2024,2024,2024/25,Q2,06-Sep,03/09/2024,2024,2024/25,Q2,06-Sep,23,Legal,Legal professionals,Hempsons Solicitors,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-312752-G1V2,11/06/2024,2024,2024/25,Q1,03-Jun,03/09/2024,2024,2024/25,Q2,06-Sep,23,Central Government,Government Department,HM Revenue and Customs (HMRC),Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
Completed,GDPR,IC-327712-N0M2,23/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Retail and manufacture,Manufacturing,Industrial And Marine Hydraulics Limited,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-327752-Z0L0,23/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,"Finance, insurance and credit",Financial services and advice,IRIS INSURANCE BROKERS LIMITED,No Further Action,Breach recorded - regulatory action criteria not met,Unassigned,Yes
Completed,GDPR,IC-327169-V6W3,21/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Transport and leisure,Entertainment providers,LiveScore Group Limited,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,Yes
Completed,GDPR,IC-327306-H2F4,20/08/2024,2024,2024/25,Q2,05-Aug,03/09/2024,2024,2024/25,Q2,06-Sep,23,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",London Borough of Haringey Council,Informal action taken,Breach recorded - regulatory action criteria not met,Advice given,No
